EvseId,Created,ExternalId,DurationSeconds,VolumeKwh,TariffCode,WholesaleCost
NULL,2019-04-10 08:23:47.1900000,GFX-636904788954459396-ec530,2530,2.4100,A2,0.7300
NULL,2019-04-10 08:34:51.7266667,GFX-636904742939247386-5066d,7795,7.1500,A2,2.1500
NULL,2019-04-10 10:53:08.6500000,GFX-636904740750821889-0bd91,16312,18.4100,A2,5.5300
NULL,2019-04-10 14:13:06.0133333,GFX-636905010751457086-dc2be,1312,1.2300,A2,0.3700
NULL,2019-04-10 14:54:32.3100000,GFX-636904726565849169-0986e,32214,7.9100,A2,2.3800
NULL,2019-04-10 14:56:56.8300000,GFX-636904745826172002-40891,30478,2.1100,A2,0.6400
NULL,2019-04-10 15:02:32.0333333,GFX-636904733854745946-a225e,31967,6.8500,A2,2.0600
NULL,2019-04-10 15:18:48.2200000,GFX-636904892271351732-bf860,17099,2.5900,A2,0.7800
NULL,2019-04-10 15:36:50.3066667,GFX-636904715298902414-0d72e,35888,9.8900,A2,2.9700
NULL,2019-04-10 15:38:49.9466667,GFX-636904742848611887-e3255,33244,6.5500,A2,1.9700
NULL,2019-04-10 15:49:47.2366667,GFX-636904747692738365-77ec3,33415,4.2700,A2,1.2900
NULL,2019-04-10 16:43:13.0300000,GFX-636904925797518865-4adc3,18813,8.8900,A2,2.6700
NULL,2019-04-10 17:04:20.8033333,GFX-636904732894593207-8bce0,39368,4.1800,A2,1.2600
NULL,2019-04-11 08:09:42.3633333,GFX-636905593284780266-a8197,7651,4.1500,A2,1.2500
NULL,2019-04-11 10:14:51.4633333,GFX-636905601389816158-6b048,14349,8.0000,A2,2.4000
NULL,2019-04-11 11:37:22.6033333,GFX-636905581960031918-9172f,21246,8.0700,A2,2.4300
NULL,2019-04-11 11:42:51.3600000,GFX-636905588646546413-78bfe,20905,6.3500,A2,1.9100
NULL,2019-04-11 11:43:02.3000000,GFX-636905587042609867-348a4,21077,8.5300,A2,2.5600
NULL,2019-04-11 13:08:52.4700000,GFX-636905769187097541-f9f58,8012,7.2200,A2,2.1700
NULL,2019-04-11 14:16:15.3666667,GFX-636905562102452060-876a9,32730,5.0100,A2,1.5100
NULL,2019-04-11 14:22:06.7133333,GFX-636905609270498202-a196c,28398,4.2700,A2,1.2900
NULL,2019-04-11 14:30:39.8533333,GFX-636905587372274069-80bff,31097,3.4900,A2,1.0500
NULL,2019-04-11 14:32:56.9433333,GFX-636905593579939967-6d824,30617,6.4700,A2,1.9500
NULL,2019-04-11 14:35:19.6233333,GFX-636905566309244649-dae87,33498,8.0700,A2,2.4300
NULL,2019-04-11 14:43:02.4966667,GFX-636905641374062808-fcdfa,26441,2.7400,A2,0.8300
NULL,2019-04-11 14:57:24.6866667,GFX-636905585182297275-18702,32925,1.9100,A2,0.5800
NULL,2019-04-11 15:01:39.6600000,GFX-636905605835328657-279b6,31116,6.2800,A2,1.8900
NULL,2019-04-11 15:05:20.1133333,GFX-636905832125215760-f95ef,8708,8.4400,A2,2.5400
NULL,2019-04-11 15:27:00.1633333,GFX-636905617551880831-4529e,31464,3.0500,A2,0.9200
NULL,2019-04-12 08:22:23.9200000,GFX-636906523720575983-d7926,1769,1.5900,A2,0.4800
NULL,2019-04-12 10:17:23.1933333,GFX-636906487036148140-e82e8,12329,10.8300,A2,3.2500
NULL,2019-04-12 10:33:23.0833333,GFX-636906482526090420-0e5d2,13762,5.7800,A2,1.7400
NULL,2019-04-12 11:12:31.8266667,GFX-636906512716241960-be9d1,13076,12.1900,A2,3.6600
NULL,2019-04-12 12:56:02.1966667,GFX-636906479854231449-859f8,22574,5.0700,A2,1.5300
NULL,2019-04-12 13:54:17.4066667,GFX-636906449826581698-2c9ff,29142,3.3000,A2,0.9900
NULL,2019-04-12 14:44:21.6000000,GFX-636906427208858683-d2f08,34349,7.9700,A2,2.4000
NULL,2019-04-12 14:45:34.7866667,GFX-636906471275437551-b7b7b,30005,0.0300,A2,0.0100
NULL,2019-04-12 14:59:32.2700000,GFX-636906677112401190-c6bf6,10261,30.4800,A2,9.1500
NULL,2019-04-15 10:57:12.4733333,GFX-636909066812411257-b69b0,15878,8.9700,A2,2.7000
NULL,2019-04-15 13:20:28.7266667,GFX-636909091057540145-e6cc7,22435,5.9500,A2,1.7900
NULL,2019-04-15 13:43:36.2066667,GFX-636909039029957865-8a57d,28711,3.3000,A2,0.9900
NULL,2019-04-15 13:59:47.5833333,GFX-636909077572863679-4887c,25827,26.3400,A2,7.9100
NULL,2019-04-15 14:09:12.9133333,GFX-636909059777129499-fbe82,28174,3.0000,A2,0.9000
NULL,2019-04-15 14:20:14.8700000,GFX-636909016131656222-1f8d0,33211,5.0400,A2,1.5200
NULL,2019-04-15 14:32:35.0666667,GFX-636909031463076078-299bd,32417,9.1800,A2,2.7600
NULL,2019-04-15 15:02:56.2900000,GFX-636909056435940117-34a55,31729,8.0900,A2,2.4300
NULL,2019-04-15 15:17:52.9733333,GFX-636909270270010701-5b0ce,11247,6.2800,A2,1.8900
NULL,2019-04-15 15:25:45.9800000,GFX-636909084648621602-0b7e2,30274,4.9100,A2,1.4800
NULL,2019-04-15 15:55:25.1600000,GFX-636909048854277374-611f1,35636,28.1700,A2,8.4600
NULL,2019-04-15 16:10:15.6966667,GFX-636909062184207507-7b4a2,35193,7.3100,A2,2.2000
NULL,2019-04-16 08:51:49.5566667,NLGFX636909935585015972-49612,7948,23.0000,A2,6.9000
NULL,2019-04-16 09:52:17.6766667,NLGFX636910009748985376-d0ceb,4159,2.5300,A2,0.7600
NULL,2019-04-16 10:37:29.9733333,NLGFX636910033317664240-180fc,4514,4.4900,A2,1.3500
NULL,2019-04-16 10:41:02.6733333,NLGFX636909913742225170-5451f,16684,5.1000,A2,1.5300
NULL,2019-04-16 12:06:43.7800000,NLGFX636909947014352539-042a4,18500,6.8000,A2,2.0400
NULL,2019-04-16 12:26:55.6966667,NLGFX636909906063518026-2476a,23809,3.1800,A2,0.9600
NULL,2019-04-16 13:02:27.4900000,NLGFX636909976047001252-1aea0,18942,5.5000,A2,1.6500
NULL,2019-04-16 13:27:24.6400000,NLGFX636909964154275644-ffdd8,21628,0.0200,A2,0.0100
NULL,2019-04-16 14:12:48.5333333,NLGFX636909916819274353-450a4,29085,6.2200,A2,1.8700
NULL,2019-04-16 14:23:11.9800000,NLGFX636910190729308130-778fa,2317,2.2700,A2,0.6900
NULL,2019-04-16 14:42:56.8333333,NLGFX636910107371262508-a5504,11839,10.8100,A2,3.2500
NULL,2019-04-16 15:10:30.2566667,NLGFX636909883776000381-a6730,35852,4.8800,A2,1.4700
NULL,2019-04-16 15:21:33.7966667,NLGFX636909953790345305-f9517,29512,4.5200,A2,1.3600
NULL,2019-04-16 15:45:55.7866667,NLGFX636909928899547562-bacf5,33459,4.1600,A2,1.2500
NULL,2019-04-16 16:00:44.0733333,NLGFX636909968289901517-dc289,30410,8.8400,A2,2.6600
NULL,2019-04-16 16:58:12.3666667,NLGFX636909947177106518-0eb62,35974,3.8400,A2,1.1600
NULL,2019-04-16 18:06:49.8366667,NLGFX636910145861326250-cca16,20222,3.1400,A2,0.9500
NULL,2019-04-17 14:05:52.8400000,NLGFX636910755680750229-0da3d,31183,8.2200,A2,2.4700
NULL,2019-04-17 14:13:12.0466667,NLGFX636910746562704007-fcb53,32536,4.4000,A2,1.3300
NULL,2019-04-17 14:16:27.0500000,NLGFX636910794421279839-64e4e,27947,8.5100,A2,2.5600
NULL,2019-04-17 14:36:33.9566667,NLGFX636910777929750925-a3a11,30796,5.8900,A2,1.7700
NULL,2019-04-17 14:45:09.4166667,NLGFX636910779282610318-355a3,31181,5.9000,A2,1.7700
NULL,2019-04-17 15:00:19.4200000,NLGFX636910807394249462-3cda4,29278,14.9700,A2,4.5000
NULL,2019-04-17 15:00:47.7033333,NLGFX636910769637040088-1f0ab,33081,2.7600,A2,0.8300
NULL,2019-04-17 15:40:24.5633333,NLGFX636910761155422224-fbbad,36306,10.0000,A2,3.0000
NULL,2019-04-17 15:56:16.2333333,NLGFX636910801911895500-4511d,33182,4.9900,A2,1.5000
NULL,2019-04-17 16:09:57.1700000,NLGFX636910794608737087-9087f,34734,6.6600,A2,2.0000
NULL,2019-04-17 16:27:17.8333333,NLGFX636910788733234329-4ce46,36362,4.1400,A2,1.2500
NULL,2019-04-18 07:20:43.0466667,NLGFX636911629665752007-e0371,5875,5.8200,A2,1.7500
NULL,2019-04-18 08:55:45.7200000,NLGFX636911705477897496-b2866,4013,4.0800,A2,1.2300
NULL,2019-04-18 09:43:24.3900000,NLGFX636911641309232394-be184,13274,6.4800,A2,1.9500
NULL,2019-04-18 10:39:54.6600000,NLGFX636911661018734286-64aac,14691,8.3000,A2,2.5000
NULL,2019-04-18 12:23:14.3166667,NLGFX636911643019449561-c7415,22761,5.4800,A2,1.6500
NULL,2019-04-18 12:25:48.2600000,NLGFX636911660264907247-a3119,21119,3.9500,A2,1.1900
NULL,2019-04-18 12:50:13.1633333,NLGFX636911701794599806-3964e,18431,28.8200,A2,8.6500
NULL,2019-04-18 14:13:00.9000000,NLGFX636911610791269302-2ed1b,32500,4.4200,A2,1.3300
NULL,2019-04-18 15:03:34.7766667,NLGFX636911686033061341-d6e6c,28010,9.8800,A2,2.9700
NULL,2019-04-18 15:11:41.7266667,NLGFX636911710030932425-e3d12,26098,30.4600,A2,9.1400
NULL,2019-04-18 15:14:06.1166667,NLGFX636911775207853520-125ef,19722,3.1400,A2,0.9500
NULL,2019-04-18 15:29:12.0766667,NLGFX636911703373845186-015d6,27815,5.6400,A2,1.7000
NULL,2019-04-18 15:44:57.3966667,NLGFX636911624124258994-839ed,36682,10.0400,A2,3.0200
NULL,2019-04-18 15:57:55.1000000,NLGFX636911654441982843-eed06,34431,6.5800,A2,1.9800
NULL,2019-04-18 16:20:45.3100000,NLGFX636911674972835168-96508,33745,7.2700,A2,2.1900
NULL,2019-04-18 17:24:42.6666667,NLGFX636911631829329368-17528,41903,4.5700,A2,1.3800
NULL,2019-04-19 08:06:33.2466667,NLGFX636912521329153345-eb37d,5859,4.7400,A2,1.4300
NULL,2019-04-19 08:09:36.5966667,NLGFX636912518614307625-1ea3e,6312,5.1500,A2,1.5500
NULL,2019-04-19 08:17:49.0166667,NLGFX636912502962956411-bf7b2,8371,4.4400,A2,1.3400
NULL,2019-04-19 09:54:38.2366667,NLGFX636912527236675095-b2ecc,11754,2.8500,A2,0.8600
NULL,2019-04-19 10:03:49.5866667,NLGFX636912498071880434-3a6ab,15221,2.6000,A2,0.7800
NULL,2019-04-19 10:24:20.6266667,NLGFX636912501369002413-34627,16124,4.7800,A2,1.4400
NULL,2019-04-19 14:30:58.9133333,NLGFX636912528711233183-dd360,28185,5.2200,A2,1.5700
NULL,2019-04-19 15:58:10.0266667,NLGFX636912561684473827-2deda,30119,2.5100,A2,0.7600
NULL,2019-04-19 16:04:14.7666667,NLGFX636912493976759129-a770a,37254,10.0700,A2,3.0300
NULL,2019-04-23 09:54:24.2166667,NLGFX636915948657455897-d14d5,15198,4.8200,A2,1.4500
NULL,2019-04-23 10:40:31.6966667,NLGFX636915989419652329-f399f,13887,6.7400,A2,2.0300
NULL,2019-04-23 12:53:55.5266667,NLGFX636915957732395512-1111e,25061,4.1000,A2,1.2300
NULL,2019-04-23 13:26:27.1066667,NLGFX636915969378183246-8e23f,25848,6.4600,A2,1.9400
NULL,2019-04-23 13:32:40.1400000,NLGFX636916170041893265-f6c62,6154,5.2300,A2,1.5700
NULL,2019-04-23 14:03:14.9466667,NLGFX636916113511557661-3d9cb,13684,4.9900,A2,1.5000
NULL,2019-04-23 14:06:14.4933333,NLGFX636915930160903977-eff70,32155,4.3400,A2,1.3100
NULL,2019-04-23 14:40:28.1200000,NLGFX636915932515279155-26853,33974,8.1600,A2,2.4500
NULL,2019-04-23 15:00:49.4033333,NLGFX636916024099825575-2045d,26036,6.0400,A2,1.8200
NULL,2019-04-23 15:03:27.4200000,NLGFX636915951830501494-7e52c,33423,2.6000,A2,0.7800
NULL,2019-04-23 15:04:44.2133333,NLGFX636915972134294056-0526b,31470,6.8100,A2,2.0500
NULL,2019-04-23 16:00:02.2033333,NLGFX636916013095942506-bdd1e,30689,5.0300,A2,1.5100
NULL,2019-04-23 16:26:38.2366667,NLGFX636916038996511906-c7fee,29697,9.2500,A2,2.7800
NULL,2019-04-23 19:04:13.2100000,NLGFX636916032544487158-eb94a,39795,0.0400,A2,0.0200
NULL,2019-04-24 08:16:28.8833333,NLGFX636916849864537267-09893,5598,4.3700,A2,1.3200
NULL,2019-04-24 08:48:51.7300000,NLGFX636916856186902637-33075,6892,5.0700,A2,1.5300
NULL,2019-04-24 09:47:44.9833333,NLGFX636916881689018512-8974e,7897,7.7200,A2,2.3200
NULL,2019-04-24 12:08:24.9900000,NLGFX636916872169423772-ed108,17286,4.7600,A2,1.4300
NULL,2019-04-24 12:21:10.9533333,NLGFX636916960490647968-fbbdc,9219,8.8700,A2,2.6700
NULL,2019-04-24 13:08:51.5133333,NLGFX636916797568835880-82eab,28411,8.1400,A2,2.4500
NULL,2019-04-24 14:28:42.6033333,NLGFX636916793699729997-e1543,33550,4.3700,A2,1.3200
NULL,2019-04-24 14:48:54.6066667,NLGFX636916849720767097-4487c,29160,5.6100,A2,1.6900
NULL,2019-04-24 15:06:11.2366667,NLGFX636916818982037015-ab798,33268,2.5000,A2,0.7500
NULL,2019-04-24 15:09:27.6866667,NLGFX636916851331311415-52a16,30233,3.5300,A2,1.0600
NULL,2019-04-24 15:24:46.9466667,NLGFX636916897939227247-b819c,26491,5.7600,A2,1.7300
NULL,2019-04-24 16:02:40.5533333,NLGFX636916863580929544-657aa,32201,5.1800,A2,1.5600
NULL,2019-04-24 18:43:06.2066667,NLGFX636916830155343240-30e77,45166,4.1100,A2,1.2400
NULL,2019-04-25 08:28:13.2933333,NLGFX636917733314637489-dcfdb,4361,2.6300,A2,0.7900
NULL,2019-04-25 08:48:20.8833333,NLGFX636917684179913777-5e459,10480,2.9400,A2,0.8900
NULL,2019-04-25 10:59:32.1900000,NLGFX636917661232490697-bcb2c,20648,4.8500,A2,1.4600
NULL,2019-04-25 12:08:09.6966667,NLGFX636917707588095081-970cb,20129,6.6500,A2,2.0000
NULL,2019-04-25 14:20:31.0666667,NLGFX636917937853491968-716d9,5041,4.9600,A2,1.4900
NULL,2019-04-25 14:33:04.1466667,NLGFX636917896966934167-14445,9887,2.8800,A2,0.8700
NULL,2019-04-25 14:42:00.9500000,NLGFX636917693689978348-6703f,30750,6.5500,A2,1.9700
NULL,2019-04-25 14:44:57.0966667,NLGFX636917691813977227-dbc4a,31114,8.0300,A2,2.4100
NULL,2019-04-25 14:45:54.8033333,NLGFX636917726102899732-fc837,27742,0.0300,A2,0.0100
NULL,2019-04-25 14:59:13.6800000,NLGFX636917860028813465-6e253,15149,12.3800,A2,3.7200
NULL,2019-04-25 15:06:48.5833333,NLGFX636917675703262033-8ee6e,34036,10.1200,A2,3.0400
NULL,2019-04-25 15:34:29.0466667,NLGFX636917714236876827-d4ce6,31842,9.4700,A2,2.8500
NULL,2019-04-25 15:45:02.9733333,NLGFX636917707184063726-d0908,33182,6.6100,A2,1.9900
NULL,2019-04-25 15:58:09.5766667,NLGFX636917702050746965-2c253,34482,18.0700,A2,5.4300
NULL,2019-04-25 15:58:49.9833333,NLGFX636917689110770094-79e20,35816,2.2700,A2,0.6900
NULL,2019-04-26 09:15:15.6866667,NLGFX636918615989614306-1d2b9,5315,4.5600,A2,1.3700
NULL,2019-04-26 11:17:32.9733333,NLGFX636918556039637263-23d9a,18647,14.2500,A2,4.2800
NULL,2019-04-26 12:34:50.1333333,NLGFX636918474394786728-65b58,31586,6.2100,A2,1.8700
NULL,2019-04-26 13:28:38.2433333,NLGFX636918580567873785-9243d,24128,2.2700,A2,0.6900
NULL,2019-04-26 13:47:00.9700000,NLGFX636918521653062495-74aba,31057,4.7000,A2,1.4100
NULL,2019-04-26 14:24:30.1566667,NLGFX636918656866601526-b0dfc,19781,9.8400,A2,2.9600
NULL,2019-04-26 15:08:17.1366667,NLGFX636918568482219095-7b762,31249,6.5300,A2,1.9600
NULL,2019-04-26 15:15:00.2000000,NLGFX636918562078641616-1ebd0,32290,3.7500,A2,1.1300
NULL,2019-04-26 15:49:38.6333333,NLGFX636918534566444663-96cba,37119,10.1600,A2,3.0500
NULL,2019-04-26 15:52:55.3533333,NLGFX636918540271157716-8a4db,36745,1.7300,A2,0.5200
NULL,2019-04-26 16:03:34.6200000,NLGFX636918622898621364-6d2a7,29123,6.2200,A2,1.8700
NULL,2019-04-26 16:06:21.8566667,NLGFX636918726294259475-72bbd,18951,9.5300,A2,2.8600
NULL,2019-04-26 16:08:55.4233333,NLGFX636918546741008094-58530,37060,2.9300,A2,0.8800
NULL,2019-04-26 16:10:07.4833333,NLGFX636918757540735607-80d4b,16051,9.7200,A2,2.9200
NULL,2019-04-29 09:53:18.0633333,NLGFX636921151017038962-3d8ab,13295,38.5500,A2,11.5700
NULL,2019-04-29 13:12:42.6433333,NLGFX636921181601267390-4b1c0,22200,6.7800,A2,2.0400
NULL,2019-04-29 13:53:45.4833333,NLGFX636921110566429149-13d11,31777,7.1400,A2,2.1500
NULL,2019-04-29 14:23:49.4900000,NLGFX636921132484361402-12832,31389,5.4400,A2,1.6400
NULL,2019-04-29 14:25:52.1733333,NLGFX636921112774920928-1a641,33481,4.6900,A2,1.4100
NULL,2019-04-29 14:29:50.6900000,NLGFX636921147343206849-1a6c0,30254,5.9800,A2,1.8000
NULL,2019-04-29 15:18:19.1400000,NLGFX636921127630411986-39939,35145,10.1000,A2,3.0300
NULL,2019-04-29 15:28:19.1333333,NLGFX636921188190719212-4d64d,29678,10.7800,A2,3.2400
NULL,2019-04-29 15:35:01.7533333,NLGFX636921180441267582-42e00,30856,4.0700,A2,1.2300
NULL,2019-04-29 16:51:52.3566667,NLGFX636921137894956625-0805d,39722,3.2100,A2,0.9700
NULL,2019-04-30 13:53:23.5966667,NLGFX636922026352569628-0cebc,26568,5.6200,A2,1.6900
NULL,2019-04-30 14:18:57.4466667,NLGFX636922159590658773-374dc,14776,0.8600,A2,0.2600
NULL,2019-04-30 14:29:17.3866667,NLGFX636921979029612666-da6ad,33459,4.5300,A2,1.3600
NULL,2019-04-30 14:41:16.5333333,NLGFX636921989709288676-18c84,33112,2.3000,A2,0.6900
NULL,2019-04-30 14:49:05.0966667,NLGFX636922176508457200-a3463,14887,14.6700,A2,4.4100
NULL,2019-04-30 14:59:10.4133333,NLGFX636922055699663082-a388e,27578,2.6500,A2,0.8000
NULL,2019-04-30 15:19:38.8866667,NLGFX636922024804072429-603ee,31897,6.5000,A2,1.9500
NULL,2019-04-30 15:36:45.6500000,NLGFX636922036709876158-49566,31733,5.5500,A2,1.6700
NULL,2019-04-30 16:11:36.1700000,NLGFX636922054187416147-71293,32076,5.1200,A2,1.5400
NULL,2019-04-30 16:16:56.7366667,NLGFX636922034157886286-558fd,34412,3.9100,A2,1.1800
NULL,2019-04-30 16:17:58.2466667,NLGFX636922173033261390-364fc,20578,8.9700,A2,2.7000
NULL,2019-04-30 16:35:20.3133333,NLGFX636922017038147503-277a3,37214,7.2200,A2,2.1700
NULL,2019-04-30 16:40:43.6200000,NLGFX636922044951168095-3b45f,34739,5.5800,A2,1.6800
NULL,2019-05-01 12:11:43.0100000,NLGFX636922858704581334-beb7d,23629,7.8300,A2,2.3500
NULL,2019-05-01 12:41:37.6100000,NLGFX636923027475009857-e3857,8548,5.8100,A2,1.7500
NULL,2019-05-01 14:34:06.8333333,NLGFX636922908355684120-f7572,27209,0.0300,A2,0.0100
NULL,2019-05-01 14:53:14.9400000,NLGFX636922894500478345-ef617,29742,6.0000,A2,1.8000
NULL,2019-05-01 14:56:54.3066667,NLGFX636922861122451823-a8a99,33301,6.9300,A2,2.0800
NULL,2019-05-01 15:28:49.4600000,NLGFX636922846840768711-fb55f,36652,4.7000,A2,1.4100
NULL,2019-05-01 15:34:03.0166667,NLGFX636922875151457636-6ff07,34126,2.3900,A2,0.7200
NULL,2019-05-01 15:35:26.1966667,NLGFX636922852764350628-2becb,36456,10.1900,A2,3.0600
NULL,2019-05-01 15:38:43.1466667,NLGFX636922882075849166-10c26,33715,3.4600,A2,1.0400
NULL,2019-05-01 15:44:26.2466667,NLGFX636922936815626068-b6534,28583,8.7800,A2,2.6400
NULL,2019-05-01 16:00:14.8466667,NLGFX636922915796830059-d0115,31631,6.9600,A2,2.0900
NULL,2019-05-02 11:04:23.3366667,NLGFX636923751350744359-9b693,16726,6.6800,A2,2.0100
NULL,2019-05-02 13:49:55.1133333,NLGFX636923810944136773-fcf5b,20698,4.4700,A2,1.3500
NULL,2019-05-02 14:07:50.3933333,NLGFX636923729436147365-fdc68,29935,3.7100,A2,1.1200
NULL,2019-05-02 14:32:10.5900000,NLGFX636923743577285280-437d5,29968,12.7900,A2,3.8400
NULL,2019-05-02 14:45:06.2200000,NLGFX636923768144285954-acf77,28289,23.9400,A2,7.1900
NULL,2019-05-02 14:50:01.4600000,NLGFX636923703202807896-7fb1f,35092,4.7800,A2,1.4400
NULL,2019-05-02 15:02:29.9733333,NLGFX636923716259059632-33707,34533,10.1900,A2,3.0600
NULL,2019-05-02 15:10:45.0833333,NLGFX636923916806286709-f94e4,14958,2.7300,A2,0.8200
NULL,2019-05-02 15:10:50.6300000,NLGFX636923745516834580-a0b47,32097,6.1200,A2,1.8400
NULL,2019-05-02 15:20:14.4466667,NLGFX636923757494945223-39a1d,31462,9.5200,A2,2.8600
NULL,2019-05-02 16:05:01.6400000,NLGFX636923800354781663-defc0,29865,5.5600,A2,1.6700
NULL,2019-05-02 16:07:28.6133333,NLGFX636923776492344251-ec915,32397,14.6100,A2,4.3900
NULL,2019-05-02 16:18:44.4333333,NLGFX636923796358014616-93ef3,31098,4.9700,A2,1.5000
NULL,2019-05-02 16:22:54.4733333,NLGFX636923742723299458-767ec,36700,6.7000,A2,2.0100
NULL,2019-05-03 13:42:19.8600000,NLGFX636924565938087832-e772b,31153,4.5700,A2,1.3800
NULL,2019-05-03 14:46:25.7733333,NLGFX636924748396745590-b8c7f,16743,4.4700,A2,1.3500
NULL,2019-05-03 14:57:34.5033333,NLGFX636924575402633520-03c79,34722,5.2200,A2,1.5700
NULL,2019-05-03 15:03:54.1566667,NLGFX636924627266758496-a309b,29906,6.7500,A2,2.0300
NULL,2019-05-03 15:07:10.7366667,NLGFX636924662137313394-11141,26616,5.5800,A2,1.6800
NULL,2019-05-03 15:38:42.2266667,NLGFX636924620063492686-17f31,32723,26.0900,A2,7.8300
NULL,2019-05-03 15:47:59.4366667,NLGFX636924635498779386-8917e,31737,4.8000,A2,1.4400
NULL,2019-05-06 09:04:52.0100000,NLGFX636927247732844897-2e1e6,5517,4.9500,A2,1.4900
NULL,2019-05-06 11:32:38.7433333,NLGFX636927180924689503-26e2d,21064,8.7900,A2,2.6400
NULL,2019-05-06 13:39:48.0333333,NLGFX636927260789029569-7f25e,20706,4.2700,A2,1.2900
NULL,2019-05-06 14:28:55.5600000,NLGFX636927185265003802-c9205,31209,3.2500,A2,0.9800
NULL,2019-05-06 14:57:58.6033333,NLGFX636927238284072603-a5a81,27647,6.2100,A2,1.8700
NULL,2019-05-06 15:03:23.7466667,NLGFX636927265463522985-b0b5c,25255,9.0000,A2,2.7000
NULL,2019-05-06 15:03:39.1566667,NLGFX636927213924290914-6146d,30426,20.0200,A2,6.0100
NULL,2019-05-06 15:06:30.5600000,NLGFX636927177616399102-eb516,34226,9.8400,A2,2.9600
NULL,2019-05-06 15:10:38.5300000,NLGFX636927209616595347-141a3,31279,9.7300,A2,2.9200
NULL,2019-05-06 15:18:54.9566667,NLGFX636927225970130588-7c7d4,30205,4.7800,A2,1.4400
NULL,2019-05-06 15:20:16.0366667,NLGFX636927419818803898-1c12f,10833,29.8600,A2,8.9600
NULL,2019-05-06 15:26:41.1200000,NLGFX636927195772824244-38ba7,33632,8.0700,A2,2.4300
NULL,2019-05-06 15:34:21.5800000,NLGFX636927230274977030-078f9,30634,4.3800,A2,1.3200
NULL,2019-05-06 15:50:13.8033333,NLGFX636927216749697871-4cbf9,32946,2.3200,A2,0.7000
NULL,2019-05-06 16:31:18.2600000,NLGFX636927342593063349-47b90,22816,6.6600,A2,2.0000
NULL,2019-05-07 09:47:17.8433333,NLGFX636928072732859248-a09bd,11965,3.9100,A2,1.1800
NULL,2019-05-07 09:55:53.0066667,NLGFX636928120691205598-8ac04,7681,5.8300,A2,1.7500
NULL,2019-05-07 10:03:11.0733333,NLGFX636928124556085105-17af3,7734,7.6700,A2,2.3100
NULL,2019-05-07 10:06:37.6100000,NLGFX636928050549377346-f30ae,15341,3.1000,A2,0.9300
NULL,2019-05-07 10:45:39.7533333,NLGFX636928047975433301-2a0d5,17940,8.5200,A2,2.5600
NULL,2019-05-07 12:14:45.4766667,NLGFX636928039018533472-d27ee,24182,10.1000,A2,3.0300
NULL,2019-05-07 13:23:33.8833333,NLGFX636928222681770304-3b103,9943,8.7100,A2,2.6200
NULL,2019-05-07 13:30:57.9366667,NLGFX636928082714400522-46d6e,24385,4.6200,A2,1.3900
NULL,2019-05-07 14:53:04.6566667,NLGFX636928226350389310-e6c10,14949,1.7000,A2,0.5100
NULL,2019-05-07 15:01:39.4866667,NLGFX636928089055026791-5d713,29189,5.9100,A2,1.7800
NULL,2019-05-07 15:11:14.0266667,NLGFX636928082060877737-80ead,30466,7.1900,A2,2.1600
NULL,2019-05-07 15:23:09.3433333,NLGFX636928053937319165-71724,33994,14.5600,A2,4.3700
NULL,2019-05-07 15:27:42.1300000,NLGFX636928250083448504-deede,14652,4.1300,A2,1.2400
NULL,2019-05-07 15:36:55.0533333,NLGFX636928363707497289-dd51d,3856,2.3500,A2,0.7100
NULL,2019-05-07 15:39:39.7833333,NLGFX636928089941977585-16e1f,31395,4.1000,A2,1.2300
NULL,2019-05-07 16:13:41.1866667,NLGFX636928144623822649-ba75e,27955,7.0600,A2,2.1200
NULL,2019-05-07 16:14:34.3266667,NLGFX636928089168899037-f0844,33556,6.1700,A2,1.8600
NULL,2019-05-07 16:31:26.8266667,NLGFX636928058305759122-e2aa5,37655,6.8000,A2,2.0400
NULL,2019-05-08 12:01:57.9600000,NLGFX636928975995467767-fd4b6,16117,4.3300,A2,1.3000
NULL,2019-05-08 14:38:15.0533333,NLGFX636928931566877480-acdb6,29934,4.0600,A2,1.2200
NULL,2019-05-08 15:19:39.8533333,NLGFX636928940647869798-151ac,31524,3.9100,A2,1.1800
NULL,2019-05-08 15:44:14.5266667,NLGFX636928970516995034-141fe,30001,4.6100,A2,1.3900
NULL,2019-05-08 15:52:22.5566667,NLGFX636928903679859351-3648f,37172,10.1600,A2,3.0500
NULL,2019-05-09 09:16:38.6966667,NLGFX636929820395178107-e152e,8163,4.0000,A2,1.2000
NULL,2019-05-09 09:46:58.3466667,NLGFX636929787388544065-ad716,13281,6.8000,A2,2.0400
NULL,2019-05-09 12:03:23.1000000,NLGFX636929808079769817-04e67,19395,3.8500,A2,1.1600
NULL,2019-05-09 13:48:50.6966667,NLGFX636929811863039425-22017,25343,3.7400,A2,1.1300
NULL,2019-05-09 13:57:11.4233333,NLGFX636929991298489662-be55b,7899,6.3100,A2,1.9000
NULL,2019-05-09 14:59:45.8033333,NLGFX636929814742364892-1b5e3,29309,9.1100,A2,2.7400
NULL,2019-05-09 15:04:29.7466667,NLGFX636929779306165649-3af34,33138,2.0900,A2,0.6300
NULL,2019-05-09 15:06:12.5466667,NLGFX636930033255825772-21936,7849,4.9300,A2,1.4800
NULL,2019-05-09 15:06:25.3300000,NLGFX636929812925326037-e7d09,29892,14.7200,A2,4.4200
