EvseId,Created,ExternalId,DurationSeconds,VolumeKwh,TariffCode,WholesaleCost
NULL,2017-05-01 17:58:37.9633333,GFX-636292176807490076-db5e8,30715,4.2800,A2,1.2900
NULL,2017-05-02 17:30:29.2366667,GFX-636292978693515743-e577f,31265,8.8000,A2,2.6500
NULL,2017-05-02 17:30:30.8466667,GFX-636293017649261224-f8d53,32323,6.8000,A2,2.0400
NULL,2017-05-02 17:59:58.3166667,GFX-636292994209364601-b29ed,37783,6.5600,A2,1.9700
NULL,2017-05-02 18:00:01.4733333,GFX-636293028298867399-f0420,26068,8.5800,A2,2.5800
NULL,2017-05-03 05:27:16.7900000,GFX-636293344992807794-52828,8627,7.1200,A2,2.1400
NULL,2017-05-03 17:34:25.5633333,GFX-636293860240950281-b194f,32713,8.4600,A2,2.5500
NULL,2017-05-03 17:34:27.1733333,GFX-636293894496737319-04910,33559,6.0700,A2,1.8300
NULL,2017-05-03 18:07:06.7100000,GFX-636294113322357146-c46e6,8234,5.9700,A2,1.8000
NULL,2017-05-03 18:07:08.2100000,GFX-636293841559983263-c1c3c,25546,6.5300,A2,1.9600
NULL,2017-05-03 18:07:11.9766667,GFX-636293882380050712-b05bd,31651,6.7000,A2,2.0100
NULL,2017-05-04 05:50:49.0166667,GFX-636294218547355885-8d783,7017,4.4700,A2,1.3500
NULL,2017-05-04 17:32:40.7366667,GFX-636294853272282558-4422a,33558,8.4900,A2,2.5500
NULL,2017-05-04 17:32:42.4466667,GFX-636294852320687435-862ee,17510,5.1100,A2,1.5400
NULL,2017-05-04 18:04:23.6866667,GFX-636294777509206133-7fa09,7758,6.0600,A2,1.8200
NULL,2017-05-04 18:04:25.3766667,GFX-636294981824686005-01840,19771,6.5500,A2,1.9700
NULL,2017-05-04 18:04:28.2700000,GFX-636294778034515103-bf5ca,36343,42.2800,A2,12.6900
NULL,2017-05-05 17:33:44.4800000,GFX-636295637219713733-19324,33092,1.7800,A2,0.5400
NULL,2017-05-05 17:33:45.8933333,GFX-636295632806569611-a0de5,33447,9.8700,A2,2.9700
NULL,2017-05-05 18:05:55.2966667,GFX-636295611328427357-2dd5b,25676,3.2500,A2,0.9800
NULL,2017-05-05 18:05:58.8433333,GFX-636295594918839731-6af02,14566,2.9500,A2,0.8900
NULL,2017-05-05 18:06:00.6600000,GFX-636295755429287895-106d4,10558,7.5600,A2,2.2700
NULL,2017-05-06 05:50:46.1900000,GFX-636295948448786859-46224,8202,4.7100,A2,1.4200
NULL,2017-05-08 17:31:23.3766667,GFX-636298523368113357-e1d48,6712,6.5300,A2,1.9600
NULL,2017-05-08 17:31:24.5500000,GFX-636298192701150085-2dc49,31087,7.7500,A2,2.3300
NULL,2017-05-08 18:02:06.4800000,GFX-636298186904790054-fa1a6,33228,5.1100,A2,1.5400
NULL,2017-05-08 18:02:08.6033333,GFX-636298163266318896-070ef,42689,4.2200,A2,1.2700
NULL,2017-05-09 17:30:24.3733333,GFX-636299072853749826-3b152,29577,12.5700,A2,3.7800
NULL,2017-05-09 17:30:27.5000000,GFX-636299077795935603-ef169,34768,7.6500,A2,2.3000
NULL,2017-05-09 18:00:58.7900000,GFX-636299065825123728-38066,36081,3.1800,A2,0.9600
NULL,2017-05-10 05:55:51.7000000,GFX-636299092377266055-53246,37362,9.0100,A2,2.7100
NULL,2017-05-10 17:36:12.9466667,GFX-636299891035758333-625f1,26003,9.2200,A2,2.7700
NULL,2017-05-10 17:36:14.5400000,GFX-636300228692319938-a4b9d,6775,6.1000,A2,1.8300
NULL,2017-05-10 17:36:16.1333333,GFX-636299930835496462-49020,31216,12.5400,A2,3.7700
NULL,2017-05-10 18:11:15.4666667,GFX-636299888545434494-b9de5,33881,6.7400,A2,2.0300
NULL,2017-05-10 18:11:18.9033333,GFX-636299912672538804-24125,18230,1.3600,A2,0.4100
NULL,2017-05-11 17:32:59.7400000,GFX-636300756046709934-337ce,23393,9.1700,A2,2.7600
NULL,2017-05-11 17:33:00.9900000,GFX-636301059239838788-bd330,12772,9.9800,A2,3.0000
NULL,2017-05-11 17:33:02.1300000,GFX-636300985389746661-39329,7759,1.8600,A2,0.5600
NULL,2017-05-11 17:33:03.3966667,GFX-636300773280021389-75654,20491,12.4700,A2,3.7500
NULL,2017-05-11 18:05:12.2866667,GFX-636300792773083130-95feb,35763,7.4300,A2,2.2300
NULL,2017-05-11 18:05:14.7566667,GFX-636300794012023322-66af2,14625,2.9000,A2,0.8700
NULL,2017-05-11 18:05:16.1766667,GFX-636300955365316470-8ded4,10750,8.9600,A2,2.7000
NULL,2017-05-12 17:38:09.3266667,GFX-636301636440793860-0e2ec,27801,7.5100,A2,2.2600
NULL,2017-05-12 17:38:11.7666667,GFX-636301941067544012-84c5f,3682,2.6400,A2,0.8000
NULL,2017-05-12 17:38:13.7666667,GFX-636301656477113645-63e5c,34449,5.6300,A2,1.6900
NULL,2017-05-12 18:16:16.5133333,GFX-636301619713141929-b6967,33456,6.2100,A2,1.8700
NULL,2017-05-12 18:16:21.0700000,GFX-636301646160484345-173d9,38214,3.5700,A2,1.0800
NULL,2017-05-13 05:35:59.2900000,GFX-636302002000528282-90604,6091,3.3100,A2,1.0000
NULL,2017-05-13 06:06:25.1166667,GFX-636301992044078372-865a0,8899,6.5300,A2,1.9600
NULL,2017-05-15 17:38:58.3833333,GFX-636304251443371362-78c1b,34716,2.6400,A2,0.8000
NULL,2017-05-15 17:38:59.7900000,GFX-636304241721117766-d73b3,13318,5.2300,A2,1.5700
NULL,2017-05-15 17:39:01.1166667,GFX-636304391091131393-3df72,21699,0.8800,A2,0.2700
NULL,2017-05-15 18:15:55.0100000,GFX-636304210301153461-f2adf,32814,6.0300,A2,1.8100
NULL,2017-05-15 18:15:59.3400000,GFX-636304402626839124-10281,8811,5.0500,A2,1.5200
NULL,2017-05-16 17:41:25.2266667,GFX-636305118949764093-ee00d,31201,5.3100,A2,1.6000
NULL,2017-05-16 17:41:26.7933333,GFX-636305113983006800-20d1d,24713,2.4700,A2,0.7500
NULL,2017-05-16 17:41:29.2766667,GFX-636305383793155410-22b9f,6548,1.4500,A2,0.4400
NULL,2017-05-16 18:21:23.2700000,GFX-636305072417810062-407f4,29398,5.6500,A2,1.7000
NULL,2017-05-16 18:21:26.2300000,GFX-636305115235533088-b8bca,35199,6.3100,A2,1.9000
NULL,2017-05-17 17:42:31.2166667,GFX-636305964626115314-8f644,36631,7.6200,A2,2.2900
NULL,2017-05-17 17:42:32.9866667,GFX-636305967025433540-38ded,28371,5.4500,A2,1.6400
NULL,2017-05-17 18:24:24.4033333,GFX-636305936673077324-2e3b2,34962,5.4100,A2,1.6300
NULL,2017-05-17 18:24:28.7966667,GFX-636305956607240329-cd730,12720,0.9900,A2,0.3000
NULL,2017-05-17 18:24:30.3866667,GFX-636306166625126903-aa2fc,17037,2.7300,A2,0.8200
NULL,2017-05-18 17:41:23.4133333,GFX-636306835595993565-caa9e,1991,5.7700,A2,1.7400
NULL,2017-05-18 17:41:24.9833333,GFX-636307033099012250-dce3f,8830,7.6400,A2,2.3000
NULL,2017-05-18 17:41:26.3133333,GFX-636306849320990199-79a90,35773,7.4100,A2,2.2300
NULL,2017-05-18 18:22:44.3066667,GFX-636306828865116047-29b8b,18255,1.9000,A2,0.5700
NULL,2017-05-18 18:22:45.9766667,GFX-636307114743335559-4fb04,6422,6.0200,A2,1.8100
NULL,2017-05-19 06:16:03.5733333,GFX-636306854583396415-a1760,39102,3.0600,A2,0.9200
NULL,2017-05-19 17:40:14.2700000,GFX-636307700050344139-22704,27570,8.8000,A2,2.6500
NULL,2017-05-19 17:40:15.8500000,GFX-636307705100143104-36ade,28618,2.5500,A2,0.7700
NULL,2017-05-19 18:19:57.1533333,GFX-636307680221559154-5c8dd,34142,7.5900,A2,2.2800
NULL,2017-05-19 18:20:02.6533333,GFX-636307700322347268-4ba43,24227,5.4700,A2,1.6500
NULL,2017-05-19 18:20:05.0133333,GFX-636307945426157701-ea893,10588,9.0200,A2,2.7100
NULL,2017-05-22 17:42:00.7100000,GFX-636310311066579674-30716,32574,5.1900,A2,1.5600
NULL,2017-05-22 17:42:02.2566667,GFX-636310298345497988-0f504,29101,2.4400,A2,0.7400
NULL,2017-05-22 18:21:32.3466667,GFX-636310257134912883-b3647,34454,5.8900,A2,1.7700
NULL,2017-05-22 18:21:36.6066667,GFX-636310284593368570-f0bd3,33248,5.1800,A2,1.5600
NULL,2017-05-23 17:43:05.1566667,GFX-636311171335673830-138a1,19687,5.2400,A2,1.5800
NULL,2017-05-23 17:43:07.0300000,GFX-636311162875443460-90633,31439,2.0600,A2,0.6200
NULL,2017-05-23 18:23:44.5400000,GFX-636311122790283530-af68d,17586,5.6300,A2,1.6900
NULL,2017-05-23 18:23:46.2900000,GFX-636311315155431064-b7a02,16257,3.1700,A2,0.9600
NULL,2017-05-23 18:23:49.8366667,GFX-636311175143202097-ef07d,33104,2.1200,A2,0.6400
NULL,2017-05-24 17:40:38.6766667,GFX-636312056882931424-39269,10533,8.9700,A2,2.7000
NULL,2017-05-24 17:40:40.4166667,GFX-636312218623740084-bcd6e,17098,6.4500,A2,1.9400
NULL,2017-05-24 17:40:42.4633333,GFX-636311413073695341-8bece,63312,5.4300,A2,1.6300
NULL,2017-05-24 17:40:44.5700000,GFX-636312008284868677-1e884,31881,7.5500,A2,2.2700
NULL,2017-05-24 18:18:25.6666667,GFX-636311984488129559-ed322,34556,5.8300,A2,1.7500
NULL,2017-05-25 06:12:02.2566667,GFX-636311998245075294-1ef4c,42877,4.9600,A2,1.4900
NULL,2017-05-29 17:40:56.4100000,GFX-636316322741509283-0cad3,23662,9.1200,A2,2.7400
NULL,2017-05-29 17:40:57.9266667,GFX-636316331542063476-ac348,33064,5.4200,A2,1.6300
NULL,2017-05-29 18:20:15.0700000,GFX-636316343600910492-0a8c7,27803,2.0400,A2,0.6200
NULL,2017-05-30 06:15:58.3666667,GFX-636316639645922762-1937a,10748,7.2100,A2,2.1700
NULL,2017-05-30 17:43:50.1166667,GFX-636317209036346516-7d364,3321,2.6000,A2,0.7800
NULL,2017-05-30 17:43:52.5666667,GFX-636317209578960728-00a12,3263,2.0300,A2,0.6100
NULL,2017-05-30 18:24:53.8100000,GFX-636317210438283645-0a5ec,3185,3.1500,A2,0.9500
NULL,2017-05-30 18:24:56.6433333,GFX-636317217939313729-baa50,2432,1.6200,A2,0.4900
NULL,2017-05-31 16:19:52.9133333,GFX-636318058250134608-36b3d,19701,5.1000,A2,1.5300
NULL,2017-05-31 17:43:37.5166667,GFX-636318066002225129-e562b,36956,5.2000,A2,1.5600
NULL,2017-05-31 17:43:39.5766667,GFX-636318069176480958-186b0,36679,5.9800,A2,1.8000
NULL,2017-05-31 18:21:56.6766667,GFX-636318035365806081-47fe2,35942,5.9600,A2,1.7900
NULL,2017-06-01 17:45:45.5900000,GFX-636318918800170119-70104,31938,7.5000,A2,2.2500
NULL,2017-06-01 17:45:47.4000000,GFX-636318927346545657-39a56,33860,5.0900,A2,1.5300
NULL,2017-06-01 18:29:34.0066667,GFX-636318898219953488-3d30d,32802,6.0000,A2,1.8000
NULL,2017-06-01 18:29:37.7733333,GFX-636318904915864432-519c9,28459,12.6000,A2,3.7800
NULL,2017-06-01 18:29:39.8200000,GFX-636319220570277183-77c5c,7594,15.1400,A2,4.5500
NULL,2017-06-02 17:41:04.7666667,GFX-636319784034600667-07c5f,27402,7.3100,A2,2.2000
NULL,2017-06-02 17:41:06.3766667,GFX-636319820473134891-e5af6,20009,5.4600,A2,1.6400
NULL,2017-06-02 17:41:07.7066667,GFX-636320059090967875-52485,10230,4.4000,A2,1.3300
NULL,2017-06-02 18:20:20.1100000,GFX-636319765007510468-6c91a,32645,5.4900,A2,1.6500
NULL,2017-06-02 18:20:28.9533333,GFX-636319800864322421-52e74,25428,2.1000,A2,0.6300
NULL,2017-06-06 17:46:01.8733333,GFX-636323195582164061-7e0c1,35087,9.4400,A2,2.8400
NULL,2017-06-06 17:46:04.5433333,GFX-636323240153597711-4eaca,31456,4.1100,A2,1.2400
NULL,2017-06-06 18:27:56.6533333,GFX-636323219186620595-ff0a9,13976,5.9200,A2,1.7800
NULL,2017-06-06 18:27:59.9333333,GFX-636323229681044995-00f57,41587,5.2300,A2,1.5700
NULL,2017-06-08 05:51:17.0166667,GFX-636324392268533275-95cb6,7003,4.8700,A2,1.4700
NULL,2017-06-08 05:51:19.7366667,GFX-636324099646420791-7262a,27846,42.5100,A2,12.7600
NULL,2017-06-08 05:51:22.1100000,GFX-636324109188661370-df217,33445,5.0300,A2,1.5100
NULL,2017-06-08 06:48:52.9866667,GFX-636324082997864506-3a14f,32647,6.2900,A2,1.8900
NULL,2017-06-08 06:48:56.8766667,GFX-636324094873478124-7c64a,32734,12.5200,A2,3.7600
NULL,2017-06-08 17:51:44.8000000,GFX-636324984249301459-03401,33949,2.5100,A2,0.7600
NULL,2017-06-08 18:37:29.0966667,GFX-636324980142445813-220fc,39293,5.2200,A2,1.5700
NULL,2017-06-08 18:37:33.5366667,GFX-636324976020533390-00dc1,27835,4.6600,A2,1.4000
NULL,2017-06-08 18:37:35.4733333,GFX-636325271895447289-fef0f,6674,6.5300,A2,1.9600
NULL,2017-06-09 17:45:05.1300000,GFX-636326021978002312-583ad,16987,5.7400,A2,1.7300
NULL,2017-06-09 17:45:07.7600000,GFX-636325851438271076-50042,6574,2.3900,A2,0.7200
NULL,2017-06-09 17:45:09.9266667,GFX-636325836781551112-731c4,22757,2.1400,A2,0.6500
NULL,2017-06-09 18:27:46.1300000,GFX-636325810159166797-e4fef,33291,5.0500,A2,1.5200
NULL,2017-06-12 17:44:33.4766667,GFX-636328467003596358-cd09c,32826,3.0500,A2,0.9200
NULL,2017-06-12 17:44:35.0533333,GFX-636328455359291088-1db73,32841,5.3100,A2,1.6000
NULL,2017-06-12 18:25:10.5666667,GFX-636328401327548536-be050,34798,5.9300,A2,1.7800
NULL,2017-06-12 18:25:13.9433333,GFX-636328458611585828-d5c4f,28524,12.7500,A2,3.8300
NULL,2017-06-13 17:48:00.2066667,GFX-636329303229789047-5fc08,23317,3.5900,A2,1.0800
NULL,2017-06-13 17:48:02.0666667,GFX-636329556052245279-9b26c,11159,6.1600,A2,1.8500
NULL,2017-06-13 17:48:03.5500000,GFX-636329296730963336-84465,26504,7.6400,A2,2.3000
NULL,2017-06-13 18:31:03.7733333,GFX-636329310005803447-9ae8d,35332,5.2500,A2,1.5800
NULL,2017-06-13 18:31:07.9733333,GFX-636329316019585566-0e291,29648,9.7700,A2,2.9400
NULL,2017-06-14 17:46:02.1966667,GFX-636330169297119847-f2957,29797,7.6200,A2,2.2900
NULL,2017-06-14 17:46:04.4133333,GFX-636330175532831995-1470d,30110,5.7700,A2,1.7400
NULL,2017-06-14 18:28:07.8566667,GFX-636330128648042928-f09d2,33572,6.0300,A2,1.8100
NULL,2017-06-14 18:28:11.8566667,GFX-636330155592824849-bcd1d,39343,5.0500,A2,1.5200
NULL,2017-06-15 17:44:47.7500000,GFX-636331025314799287-d070c,26612,5.2100,A2,1.5700
NULL,2017-06-15 17:44:49.7033333,GFX-636330990268978384-4d026,33546,9.6700,A2,2.9100
NULL,2017-06-15 18:26:11.7900000,GFX-636330994652025959-0eb27,29206,6.3500,A2,1.9100
NULL,2017-06-15 18:26:13.5400000,GFX-636331303607679464-c1c14,3629,3.2600,A2,0.9800
NULL,2017-06-15 18:26:16.5100000,GFX-636331040815966227-e253b,37165,2.7900,A2,0.8400
NULL,2017-06-16 17:45:12.6033333,GFX-636331886746756887-31540,28274,5.0400,A2,1.5200
NULL,2017-06-16 17:45:14.0866667,GFX-636331904252662487-66938,35271,5.3300,A2,1.6000
NULL,2017-06-16 18:26:42.2700000,GFX-636331859287698192-26f3c,33820,5.7700,A2,1.7400
NULL,2017-06-16 18:26:45.6900000,GFX-636331906327608777-d40fb,34738,3.0700,A2,0.9300
NULL,2017-06-19 17:47:12.7766667,GFX-636334487090270205-59eda,36405,7.7400,A2,2.3300
NULL,2017-06-19 17:47:14.1966667,GFX-636334485721822897-43fc7,29339,7.6000,A2,2.2800
NULL,2017-06-19 18:30:39.0900000,GFX-636334450657224408-bef71,18613,5.2000,A2,1.5600
NULL,2017-06-19 18:30:41.3100000,GFX-636334653430465157-05bba,18987,6.0100,A2,1.8100
NULL,2017-06-19 18:30:44.9066667,GFX-636334508454245471-bd261,33967,7.5600,A2,2.2700
NULL,2017-06-20 17:50:40.5333333,GFX-636335363432212299-bfa39,31189,10.6400,A2,3.2000
NULL,2017-06-20 17:50:42.2133333,GFX-636335373931538312-aae87,31346,7.2000,A2,2.1600
NULL,2017-06-20 18:36:38.9133333,GFX-636335361992461362-8b3c7,38234,4.0600,A2,1.2200
NULL,2017-06-20 18:36:42.1166667,GFX-636335366772590723-81094,9024,26.7200,A2,8.0200
NULL,2017-06-21 17:53:55.8500000,GFX-636336425097962520-da656,5440,5.0400,A2,1.5200
NULL,2017-06-21 17:53:57.3800000,GFX-636336219033651156-ab302,7615,2.2000,A2,0.6700
NULL,2017-06-21 17:53:59.4600000,GFX-636336209697726797-f0332,8966,7.5900,A2,2.2800
NULL,2017-06-21 18:42:49.5966667,GFX-636336178941395274-f906d,37008,5.7100,A2,1.7200
NULL,2017-06-21 18:42:53.2066667,GFX-636336231909323402-9d581,30676,7.0000,A2,2.1000
NULL,2017-06-22 17:51:20.1000000,GFX-636337094565472148-614cb,30530,6.5000,A2,1.9500
NULL,2017-06-22 17:51:21.6000000,GFX-636337060687088009-fec5f,34121,7.2200,A2,2.1700
NULL,2017-06-22 18:39:03.6533333,GFX-636337073961476510-5fd06,38413,7.4700,A2,2.2500
NULL,2017-06-22 18:39:07.0900000,GFX-636337098728442977-a6316,33420,3.6700,A2,1.1100
NULL,2017-06-23 05:49:26.0933333,GFX-636337431326662526-721f7,5456,4.3800,A2,1.3200
NULL,2017-06-23 17:52:24.7533333,GFX-636337966541369677-14b5d,31584,6.0000,A2,1.8000
NULL,2017-06-23 17:52:26.2666667,GFX-636337980963131086-0c68f,29970,5.6600,A2,1.7000
NULL,2017-06-23 18:40:04.1033333,GFX-636337912080623222-a6b03,32098,6.9300,A2,2.0800
NULL,2017-06-23 18:40:10.0233333,GFX-636337975291241649-5e0f8,11165,9.7000,A2,2.9100
NULL,2017-06-23 18:40:14.8866667,GFX-636338176012169425-862f5,16096,4.0600,A2,1.2200
NULL,2017-06-26 17:52:04.0133333,GFX-636340545622512839-d70eb,34417,7.8700,A2,2.3700
NULL,2017-06-26 17:52:07.2800000,GFX-636340542191102113-695f7,7098,6.6700,A2,2.0100
NULL,2017-06-26 17:52:10.9666667,GFX-636340660205647437-52e03,13495,4.8000,A2,1.4400
NULL,2017-06-26 18:40:39.4566667,GFX-636340500942478998-703ec,32670,6.2600,A2,1.8800
NULL,2017-06-26 18:40:43.2866667,GFX-636340545854818757-be762,37434,7.9900,A2,2.4000
NULL,2017-06-27 17:55:27.7966667,GFX-636341409311560777-40a8c,28669,6.4600,A2,1.9400
NULL,2017-06-27 17:55:29.3900000,GFX-636341422956485678-a3c99,5023,4.0400,A2,1.2200
NULL,2017-06-27 17:55:31.0300000,GFX-636341595800172191-a9f04,11493,9.8600,A2,2.9600
NULL,2017-06-27 17:55:32.7500000,GFX-636341491613457282-ecab7,9812,5.0300,A2,1.5100
NULL,2017-06-27 18:46:31.5466667,GFX-636341361843540077-2ac1e,17312,6.1800,A2,1.8600
NULL,2017-06-27 18:46:34.8266667,GFX-636341631003106930-13067,3394,3.3100,A2,1.0000
NULL,2017-06-27 18:46:39.8433333,GFX-636341409624645122-e16b4,37707,5.5100,A2,1.6600
NULL,2017-06-28 05:53:35.9933333,GFX-636341766295368833-c1aeb,7988,5.2200,A2,1.5700
NULL,2017-06-29 05:59:58.1666667,GFX-636342262339363124-e8f83,38635,6.2200,A2,1.8700
NULL,2017-06-29 06:00:00.2000000,GFX-636342267722135263-b41e1,38948,5.4500,A2,1.6400
NULL,2017-06-29 06:56:13.0666667,GFX-636342536492779562-c933a,3714,2.9900,A2,0.9000
NULL,2017-06-29 06:56:16.7000000,GFX-636342300797107608-25a71,26954,5.7100,A2,1.7200
NULL,2017-06-29 18:43:11.1100000,GFX-636343212393994018-877ae,36944,5.4200,A2,1.6300
NULL,2017-06-30 18:07:30.0500000,GFX-636344008303970579-60c97,20569,5.9900,A2,1.8000
NULL,2017-06-30 18:07:31.8166667,GFX-636344003326605173-ce6e8,17911,2.9400,A2,0.8900
NULL,2017-06-30 18:07:34.9433333,GFX-636344228699224112-73d22,6571,5.5000,A2,1.6500
NULL,2017-06-30 19:16:36.5800000,GFX-636343953848865497-5c46b,18547,5.8900,A2,1.7700
NULL,2017-06-30 19:16:38.6900000,GFX-636344158403746497-cbb15,18753,2.4700,A2,0.7500
NULL,2017-06-30 19:16:42.2533333,GFX-636344153327869329-11713,3209,2.5700,A2,0.7800
NULL,2017-06-30 19:16:44.2233333,GFX-636344009381593336-69371,13379,3.8900,A2,1.1700
NULL,2017-07-03 17:56:19.1833333,GFX-636346603260173481-40902,34479,5.4800,A2,1.6500
NULL,2017-07-03 18:49:10.1633333,GFX-636346568658997867-9c048,27454,27.5000,A2,8.2500
NULL,2017-07-03 18:49:12.3800000,GFX-636346853224816832-27662,4636,4.3600,A2,1.3200
NULL,2017-07-03 18:49:16.7133333,GFX-636346604478526353-a263b,31672,7.8400,A2,2.3600
NULL,2017-07-04 05:56:53.5433333,GFX-636346617809169381-5832d,38173,4.1600,A2,1.2500
NULL,2017-07-04 17:59:46.1833333,GFX-636347432433373456-3eba5,30231,4.1600,A2,1.2500
NULL,2017-07-04 17:59:48.5933333,GFX-636347453545610355-1fec0,35518,4.9700,A2,1.5000
NULL,2017-07-04 18:54:23.7433333,GFX-636347633352439566-45faf,16234,5.7200,A2,1.7200
NULL,2017-07-04 18:54:26.1033333,GFX-636347407992259765-43aaf,17256,5.0900,A2,1.5300
NULL,2017-07-04 18:54:30.4700000,GFX-636347434986573626-854bf,26827,24.7500,A2,7.4300
NULL,2017-07-04 18:54:32.7933333,GFX-636347707978764249-e4b10,6714,6.5500,A2,1.9700
NULL,2017-07-05 18:01:46.2733333,GFX-636348324968912032-0a50f,30330,7.7500,A2,2.3300
NULL,2017-07-05 18:01:49.8533333,GFX-636348305131740861-6966d,38578,5.5200,A2,1.6600
NULL,2017-07-05 18:59:29.8233333,GFX-636348268216592549-0219a,19381,5.1700,A2,1.5600
NULL,2017-07-05 18:59:31.9966667,GFX-636348480332367986-ce460,14206,2.5200,A2,0.7600
NULL,2017-07-05 18:59:36.1700000,GFX-636348501878659809-5c7e5,12871,5.5200,A2,1.6600
NULL,2017-07-05 18:59:38.8566667,GFX-636348297628169476-47b5c,17778,4.7300,A2,1.4300
NULL,2017-07-06 18:01:18.5733333,GFX-636349392007053366-aa16e,12688,7.9900,A2,2.4000
NULL,2017-07-06 18:01:22.2500000,GFX-636349191269269949-8a740,15621,5.6700,A2,1.7100
NULL,2017-07-06 18:01:25.3700000,GFX-636349206259385303-ba7aa,14278,8.7600,A2,2.6300
NULL,2017-07-06 18:58:10.0866667,GFX-636349139977122464-2b7ff,37171,5.1800,A2,1.5600
NULL,2017-07-06 18:58:13.1633333,GFX-636349211142039456-f0ce0,31089,33.3700,A2,10.0200
NULL,2017-07-07 18:04:05.0200000,GFX-636350015817672582-d6112,28896,4.9900,A2,1.5000
NULL,2017-07-07 18:04:07.0700000,GFX-636350039071524269-5267c,29189,11.6500,A2,3.5000
NULL,2017-07-07 19:03:22.5033333,GFX-636350005677244818-b0b14,34075,5.3600,A2,1.6100
NULL,2017-07-07 19:03:30.5966667,GFX-636350042286397923-04660,24732,40.1700,A2,12.0600
NULL,2017-07-10 18:01:10.4433333,GFX-636352626758828379-87e1e,32701,11.5600,A2,3.4700
NULL,2017-07-10 18:01:14.6766667,GFX-636352638716587956-ee4d3,34706,32.1500,A2,9.6500
NULL,2017-07-10 18:58:15.2766667,GFX-636352639057495403-04dc5,5413,5.3100,A2,1.6000
NULL,2017-07-10 18:58:17.3700000,GFX-636352755778973721-d7fbe,5212,4.4500,A2,1.3400
NULL,2017-07-10 18:58:19.5100000,GFX-636352860157793191-f6b7f,6387,3.6700,A2,1.1100
NULL,2017-07-10 18:58:23.8400000,GFX-636352615244614283-60c79,35841,11.7200,A2,3.5200
NULL,2017-07-11 18:05:00.8400000,GFX-636353466003468612-741ef,36302,9.4600,A2,2.8500
NULL,2017-07-11 18:05:03.1700000,GFX-636353477637288220-04dd2,16350,38.5200,A2,11.5600
NULL,2017-07-11 18:05:06.8866667,GFX-636353667603724103-e6db3,18978,2.2300,A2,0.6700
NULL,2017-07-11 19:07:41.2300000,GFX-636353468396620798-cc8a9,33486,4.6100,A2,1.3900
NULL,2017-07-11 19:07:46.5433333,GFX-636353489200054149-5ee3d,38375,23.4300,A2,7.0300
NULL,2017-07-12 18:04:21.1133333,GFX-636354328344615563-8e9b8,34897,9.4300,A2,2.8300
NULL,2017-07-12 19:01:54.4166667,GFX-636354320727609491-7abf4,35208,5.9400,A2,1.7900
NULL,2017-07-13 07:00:04.1733333,GFX-636354344960457569-d1ce9,55812,11.6400,A2,3.5000
NULL,2017-07-13 18:13:06.5066667,GFX-636355225042715884-d6310,32601,11.3400,A2,3.4100
NULL,2017-07-13 18:13:09.4600000,GFX-636355232682342085-bc7ca,31879,9.0900,A2,2.7300
NULL,2017-07-13 19:18:43.5866667,GFX-636355248524942705-e7003,20318,4.7400,A2,1.4300
NULL,2017-07-13 19:18:46.5866667,GFX-636355518605639927-98e06,7851,5.8000,A2,1.7400
NULL,2017-07-13 19:18:52.6333333,GFX-636355205085157146-b7474,36125,11.6400,A2,3.5000
NULL,2017-07-14 18:21:50.2866667,GFX-636356065687091615-1cc83,29239,11.3900,A2,3.4200
NULL,2017-07-14 18:21:53.1766667,GFX-636356103017571992-c9ef3,17752,4.2100,A2,1.2700
NULL,2017-07-14 19:40:08.2800000,GFX-636356056254075294-3d02a,20463,5.3700,A2,1.6200
NULL,2017-07-14 19:40:14.4400000,GFX-636356080063051052-7d88d,37237,11.6600,A2,3.5000
NULL,2017-07-17 18:07:32.3433333,GFX-636358681120835816-8e9b0,31491,11.3600,A2,3.4100
NULL,2017-07-17 18:07:35.5566667,GFX-636358696959382688-979a0,33138,34.8200,A2,10.4500
NULL,2017-07-17 19:09:02.7833333,GFX-636358643987890941-27ad2,27476,5.6000,A2,1.6800
NULL,2017-07-17 19:09:08.8466667,GFX-636358665668191719-6b614,34942,11.4500,A2,3.4400
NULL,2017-07-18 18:34:54.7400000,GFX-636359501853960991-ea2f0,24204,9.3200,A2,2.8000
NULL,2017-07-18 18:34:57.5233333,GFX-636359801634857975-a24e2,7342,6.7800,A2,2.0400
NULL,2017-07-18 18:35:00.4133333,GFX-636359529035631972-c3cd1,32576,3.4300,A2,1.0300
NULL,2017-07-18 19:59:14.4300000,GFX-636359503757734340-dca29,33750,5.5600,A2,1.6700
NULL,2017-07-18 19:59:21.7266667,GFX-636359523434942521-ed629,34692,11.4800,A2,3.4500
NULL,2017-07-19 18:26:09.6166667,GFX-636360406671153284-7a516,30572,11.8200,A2,3.5500
NULL,2017-07-19 18:26:15.9800000,GFX-636360408607982173-584ee,31837,7.0300,A2,2.1100
NULL,2017-07-19 19:42:58.5100000,GFX-636360626293619787-1ae3f,15432,5.3700,A2,1.6200
NULL,2017-07-19 19:43:04.2533333,GFX-636360400558168447-b55d2,28408,5.5100,A2,1.6600
NULL,2017-07-20 18:52:49.0200000,GFX-636361249053573052-1c0f9,33151,7.8000,A2,2.3400
NULL,2017-07-20 18:52:55.2200000,GFX-636361264381737763-ff436,32311,7.1300,A2,2.1400
